Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2004,II,Cebus olivaceus,Mammalia,Primates,Cebidae,Cebus,CL,IL,,,1,live,,Z,I
2004,II,Cebus olivaceus,Mammalia,Primates,Cebidae,Cebus,CN,GY,,6,10,live,,T,W
2004,II,Cebus olivaceus,Mammalia,Primates,Cebidae,Cebus,CN,GY,,20,,live,,Z,W
2004,II,Cebus olivaceus,Mammalia,Primates,Cebidae,Cebus,CS,GY,,10,,live,,T,W
2004,II,Cebus olivaceus,Mammalia,Primates,Cebidae,Cebus,CZ,GY,,8,8,live,,T,W
2004,II,Cebus olivaceus,Mammalia,Primates,Cebidae,Cebus,MX,GY,,32,,live,,T,C
2004,II,Cebus olivaceus,Mammalia,Primates,Cebidae,Cebus,MX,GY,,12,27,live,,T,W
2004,II,Cebus olivaceus,Mammalia,Primates,Cebidae,Cebus,PK,GY,,,8,live,,T,W
2004,II,Cebus olivaceus,Mammalia,Primates,Cebidae,Cebus,RU,GY,,,6,live,,T,W
2004,II,Cebus olivaceus,Mammalia,Primates,Cebidae,Cebus,TH,GY,,10,,live,,B,W
2004,II,Cebus olivaceus,Mammalia,Primates,Cebidae,Cebus,TH,GY,,,10,live,,T,W
2004,II,Cebus olivaceus,Mammalia,Primates,Cebidae,Cebus,ZA,GY,,8,,live,,B,W
2004,II,Cebus olivaceus,Mammalia,Primates,Cebidae,Cebus,ZA,GY,,26,,live,,T,W
2004,II,Saguinus spp.,Mammalia,Primates,Cebidae,Saguinus,ES,PE,,,1,live,,P,W
2004,II,Saguinus fuscicollis,Mammalia,Primates,Cebidae,Saguinus,BY,RU,,,2,live,,Z,F
2004,II,Saguinus fuscicollis,Mammalia,Primates,Cebidae,Saguinus,FR,CH,XX,1,,live,,Z,U
2004,II,Saguinus fuscicollis,Mammalia,Primates,Cebidae,Saguinus,FR,CH,XX,,1,live,,,U
2004,II,Saguinus fuscicollis,Mammalia,Primates,Cebidae,Saguinus,PH,CZ,,,1,live,,Z,C
2004,II,Saguinus fuscicollis,Mammalia,Primates,Cebidae,Saguinus,PH,CZ,,,1,live,,Z,F
2004,II,Saguinus fuscicollis,Mammalia,Primates,Cebidae,Saguinus,RU,CZ,,,1,live,,Z,C
2004,II,Saguinus fuscicollis,Mammalia,Primates,Cebidae,Saguinus,RU,CZ,,,1,live,,Z,F
2004,II,Saguinus fuscicollis,Mammalia,Primates,Cebidae,Saguinus,ZA,GB,,5,,live,,B,C
2004,II,Saguinus imperator,Mammalia,Primates,Cebidae,Saguinus,AU,HK,,,2,live,,Z,C
2004,II,Saguinus imperator,Mammalia,Primates,Cebidae,Saguinus,CN,DK,,,1,live,,Z,C
2004,II,Saguinus imperator,Mammalia,Primates,Cebidae,Saguinus,CN,FI,,,1,live,,Z,C
2004,II,Saguinus imperator,Mammalia,Primates,Cebidae,Saguinus,DE,CZ,,2,2,live,,Z,C
2004,II,Saguinus imperator,Mammalia,Primates,Cebidae,Saguinus,FR,HK,,1,1,live,,Z,C
2004,II,Saguinus imperator,Mammalia,Primates,Cebidae,Saguinus,HK,DK,,1,,live,,Z,C
2004,II,Saguinus imperator,Mammalia,Primates,Cebidae,Saguinus,HK,FI,,1,,live,,Z,C
2004,II,Saguinus imperator,Mammalia,Primates,Cebidae,Saguinus,HR,DE,,,1,live,,Z,C
2004,II,Saguinus imperator,Mammalia,Primates,Cebidae,Saguinus,PL,DE,,,1,live,,B,C
2004,II,Saguinus imperator,Mammalia,Primates,Cebidae,Saguinus,SG,HK,,1,1,live,,Z,C
2004,II,Saguinus imperator,Mammalia,Primates,Cebidae,Saguinus,ZA,GB,,,1,live,,B,C
2004,II,Saguinus labiatus,Mammalia,Primates,Cebidae,Saguinus,IL,GB,,2,,live,,Z,C
2004,II,Saguinus labiatus,Mammalia,Primates,Cebidae,Saguinus,MD,HU,,,1,live,,Z,C
2004,II,Saguinus labiatus,Mammalia,Primates,Cebidae,Saguinus,PH,CZ,,,2,live,,Z,C
2004,II,Saguinus labiatus,Mammalia,Primates,Cebidae,Saguinus,SG,PT,,,1,live,,Z,C
2004,II,Saguinus labiatus,Mammalia,Primates,Cebidae,Saguinus,ZA,CH,,1,,live,,B,C
2004,II,Saguinus labiatus,Mammalia,Primates,Cebidae,Saguinus,ZA,GB,,5,,live,,B,C
2004,II,Saguinus labiatus,Mammalia,Primates,Cebidae,Saguinus,ZA,GB,,,2,live,,P,F
2004,II,Saguinus labiatus,Mammalia,Primates,Cebidae,Saguinus,ZA,PT,,1,,live,,B,C
2004,II,Saguinus labiatus,Mammalia,Primates,Cebidae,Saguinus,ZA,PT,,,1,live,,Z,F
2004,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,AE,JO,,6,,live,,B,C
2004,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,CN,GY,,7,7,live,,T,W
2004,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,CS,GY,,10,,live,,T,W
2004,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,DO,SR,,4,17,live,,T,W
2004,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,HU,SR,,4,4,live,,T,W
2004,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,JO,GY,,,15,live,,T,W
2004,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,JP,SR,,6,19,live,,T,W
2004,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,MX,GY,,29,,live,,T,C
2004,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,MX,GY,,18,18,live,,T,W
2004,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,MY,SR,,,2,live,,T,W
2004,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,PK,GY,,,17,live,,T,W
2004,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,RU,GY,,,8,live,,T,W
2004,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,TH,GY,,17,,live,,B,W
2004,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,TH,GY,,,17,live,,T,W
2004,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,UA,GY,,,14,live,,T,W
2004,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,ZA,GY,,8,,live,,B,W
2004,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,ZA,GY,,10,8,live,,T,W
2004,II,Saguinus mystax,Mammalia,Primates,Cebidae,Saguinus,PH,CZ,,,3,live,,Z,F
2004,II,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,ES,CH,,,2,live,,,C
2004,II,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,NO,DE,XX,2,,live,,P,I
2004,II,Saimiri boliviensis,Mammalia,Primates,Cebidae,Saimiri,AE,JO,,10,,live,,B,C
2004,II,Saimiri boliviensis,Mammalia,Primates,Cebidae,Saimiri,AU,CH,,1,,live,,E,C
2004,II,Saimiri boliviensis,Mammalia,Primates,Cebidae,Saimiri,AU,CH,,,1,live,,,C
2004,II,Saimiri boliviensis,Mammalia,Primates,Cebidae,Saimiri,AU,NL,,1,,live,,E,F
2004,II,Saimiri boliviensis,Mammalia,Primates,Cebidae,Saimiri,CH,ES,XX,1,,live,,E,U
2004,II,Saimiri boliviensis,Mammalia,Primates,Cebidae,Saimiri,GB,AR,,,5,live,,Z,C
2004,II,Saimiri boliviensis,Mammalia,Primates,Cebidae,Saimiri,GB,ZA,,,5,live,,B,C
2004,II,Saimiri boliviensis,Mammalia,Primates,Cebidae,Saimiri,NL,NL,,,1,live,,Z,F
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,AE,JO,GY,,2,live,,P,W
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,AE,JO,,2,,live,,P,C
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,AE,ZA,,,6,live,,T,C
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,CA,US,,,19,live,,M,F
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,CH,FR,CH,12,12,live,,Z,F
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,CH,FR,,4,,live,,Z,C
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,CH,FR,,,4,live,,Z,F
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,CN,GY,,60,65,live,,T,W
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,CN,JP,,,6,live,,Z,C
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,CS,GY,,10,,live,,T,W
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,CZ,GY,,127,78,live,,T,W
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,DE,GY,,7,,live,,Z,W
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,DO,SR,,13,13,live,,T,W
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,FR,BB,,4,,live,,S,W
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,FR,CH,FR,,4,live,,,C
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,FR,CH,,9,,live,,S,C
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,FR,CH,,,9,live,,,C
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,GR,ZA,,3,3,live,,T,C
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,HU,SR,,25,25,live,,T,W
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,JO,GY,,,83,live,,T,W
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,JP,SR,,375,514,live,,T,W
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,LK,FR,CH,,5,live,,Z,F
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,MX,GY,,122,,live,,T,C
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,MX,GY,,217,316,live,,T,W
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,MX,SR,,16,16,live,,T,W
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,MY,GY,,3,,live,,T,W
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,MY,SR,,,4,live,,T,W
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,PK,GY,,,51,live,,T,W
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,RU,GY,,,21,live,,T,W
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,SG,ZA,,2,,live,,Z,C
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,TH,GY,,10,,live,,B,W
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,TH,GY,,,20,live,,T,W
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,TH,GY,,10,,live,,Z,W
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,UA,GY,,,8,live,,T,W
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,US,GY,,48,,live,,T,C
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,US,GY,,274,327,live,,T,W
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,ZA,GY,,16,,live,,B,W
2004,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,ZA,GY,,70,16,live,,T,W
2004,II,Saimiri ustus,Mammalia,Primates,Cebidae,Saimiri,ZA,SZ,,,2,live,,P,C
2004,II,Cercocebus agilis,Mammalia,Primates,Cercopithecidae,Cercocebus,ZA,AO,,1,,live,,P,W
2004,II,Cercopithecus mitis,Mammalia,Primates,Cercopithecidae,Cercopithecus,GR,TZ,,8,,live,,T,W
2004,II,Cercopithecus mitis,Mammalia,Primates,Cercopithecidae,Cercopithecus,JO,TZ,,,5,live,,T,W
2004,II,Cercopithecus mona,Mammalia,Primates,Cercopithecidae,Cercopithecus,PT,ST,,1,,live,,,I
2004,II,Cercopithecus mona,Mammalia,Primates,Cercopithecidae,Cercopithecus,ZA,DE,NG,,7,live,,L,I
2004,II,Cercopithecus mona,Mammalia,Primates,Cercopithecidae,Cercopithecus,ZA,DE,,7,,live,,Z,I
2004,II,Cercopithecus neglectus,Mammalia,Primates,Cercopithecidae,Cercopithecus,CN,CZ,,3,3,live,,Z,C
2004,II,Cercopithecus neglectus,Mammalia,Primates,Cercopithecidae,Cercopithecus,ZA,GB,,,2,live,,B,C
2004,II,Cercopithecus petaurista,Mammalia,Primates,Cercopithecidae,Cercopithecus,MD,UA,,1,1,live,,Z,C
2004,II,Cercopithecus petaurista,Mammalia,Primates,Cercopithecidae,Cercopithecus,ZA,GN,,11,,live,,Z,W
2004,II,Cercopithecus petaurista,Mammalia,Primates,Cercopithecidae,Cercopithecus,ZA,SL,,1,,live,,Z,W
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,AN,KN,,,3,live,,P,W
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,BE,BB,,,108,live,,S,W
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,BW,AO,,1,,live,,P,W
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,CA,BB,,14,72,live,,S,W
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,CH,IL,,1,,live,,Z,C
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,CH,IL,,4,,live,,Z,I
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,FR,BB,,206,620,live,,S,W
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,GP,XX,,1,,live,,P,U
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,GR,TZ,,10,,live,,T,W
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,IL,BB,,,6,live,,S,W
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,IQ,SD,,,30,live,,T,W
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,IR,GB,BB,,20,live,,S,W
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,IT,BB,,,54,live,,S,W
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,JO,SD,,,14,live,,T,W
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,JO,TZ,,,88,live,,T,W
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,LB,SD,,,50,live,,T,W
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,LY,SD,,,98,live,,T,W
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,PT,XX,,5,,live,,,I
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,QA,SD,,,12,live,,T,W
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,SE,BB,,,30,live,,S,W
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,SY,SD,,,8,live,,T,W
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,TW,KN,,,6,live,,S,W
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,US,KN,,8,,live,,M,C
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,US,KN,,109,,live,,M,W
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,US,KN,,,297,live,,S,W
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,US,KN,,26,,live,,T,W
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,ZA,BW,ZA,,1,live,,P,W
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,ZA,SZ,,,1,live,,P,C
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,ZM,IL,,,12,live,,Z,I
2004,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,ZM,SG,ZA,,1,live,,Z,I
2004,II,Colobus guereza,Mammalia,Primates,Cercopithecidae,Colobus,CO,DE,,,2,live,,Z,C
2004,II,Colobus guereza,Mammalia,Primates,Cercopithecidae,Colobus,RU,DE,,,3,live,,B,C
2004,II,Colobus guereza,Mammalia,Primates,Cercopithecidae,Colobus,ZA,SG,NL,1,1,live,,Z,C
2004,II,Erythrocebus patas,Mammalia,Primates,Cercopithecidae,Erythrocebus,ES,GM,XX,2,,live,,,I
2004,II,Erythrocebus patas,Mammalia,Primates,Cercopithecidae,Erythrocebus,FR,ML,,,3,live,,B,W
2004,II,Erythrocebus patas,Mammalia,Primates,Cercopithecidae,Erythrocebus,FR,SN,,1,1,live,,P,W
2004,II,Erythrocebus patas,Mammalia,Primates,Cercopithecidae,Erythrocebus,HU,FR,,4,,live,,Z,C
2004,II,Erythrocebus patas,Mammalia,Primates,Cercopithecidae,Erythrocebus,SG,DE,,1,,live,,T,C
2004,II,Erythrocebus patas,Mammalia,Primates,Cercopithecidae,Erythrocebus,SG,DE,,,1,live,,Z,C
2004,II,Erythrocebus patas,Mammalia,Primates,Cercopithecidae,Erythrocebus,SN,FR,SN,,1,live,,P,W
2004,II,Macaca spp.,Mammalia,Primates,Cercopithecidae,Macaca,KZ,UZ,,,4,live,,Q,U
2004,II,Macaca spp.,Mammalia,Primates,Cercopithecidae,Macaca,TR,BG,,,1,live,,Q,F
2004,II,Macaca arctoides,Mammalia,Primates,Cercopithecidae,Macaca,CN,RU,,,1,live,,Q,C
2004,II,Macaca arctoides,Mammalia,Primates,Cercopithecidae,Macaca,EE,RU,,2,2,live,,Q,C
2004,II,Macaca arctoides,Mammalia,Primates,Cercopithecidae,Macaca,RU,EE,RU,,2,live,,Q,C
2004,II,Macaca assamensis,Mammalia,Primates,Cercopithecidae,Macaca,LV,UA,BY,,4,live,,Q,C
2004,II,Macaca assamensis,Mammalia,Primates,Cercopithecidae,Macaca,LV,UA,XX,4,,live,,Q,C
2004,II,Macaca assamensis,Mammalia,Primates,Cercopithecidae,Macaca,PL,UA,CN,1,,live,,Q,C
2004,II,Macaca assamensis,Mammalia,Primates,Cercopithecidae,Macaca,PL,UA,RU,1,,live,,Q,C
2004,II,Macaca assamensis,Mammalia,Primates,Cercopithecidae,Macaca,PL,UA,XX,,2,live,,Q,C
2004,II,Macaca assamensis,Mammalia,Primates,Cercopithecidae,Macaca,UA,BY,UA,,4,live,,Q,C
2004,II,Macaca assamensis,Mammalia,Primates,Cercopithecidae,Macaca,UA,LV,XX,,4,live,,Q,C
2004,II,Macaca assamensis,Mammalia,Primates,Cercopithecidae,Macaca,UA,PL,CN,,1,live,,Q,C
2004,II,Macaca assamensis,Mammalia,Primates,Cercopithecidae,Macaca,UA,PL,RU,,1,live,,Q,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,AT,CH,PH,,12,live,,,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,BE,IL,,236,,live,,S,F
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,BE,IL,,,50,live,,T,F
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,BE,MU,,,50,live,,S,F
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,CN,,,8,live,,T,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,MU,,,100,live,,S,W
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,US,CA,,5,live,,T,F
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,US,CN,42,,live,,B,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,US,CN,,79,live,,M,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,US,CN,,9,live,,S,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,US,CN,108,,live,,T,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,US,CN,,108,live,,T,F
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,US,ID,36,,live,,T,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,US,ID,,36,live,,T,F
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,US,MU,,117,live,,M,W
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,US,MU,84,,live,,S,W
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,US,MU,,6,live,,T,F
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,US,PH,,72,live,,M,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,US,PH,46,,live,,S,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,US,VN,,467,live,,M,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,US,VN,180,,live,,S,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,US,VN,9,,live,,T,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CH,FR,CN,13,4,live,,S,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CH,FR,MU,8,,live,,S,W
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CH,FR,PH,13,28,live,,S,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CH,FR,PH,55,,live,,T,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CN,KH,,1500,1590,live,,T,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CN,VN,LA,,1400,live,,T,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CN,VN,,,1400,live,,T,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CN,VN,,1400,,live,,T,W
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CS,HU,,3,3,live,,Z,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,CH,CN,,135,live,,,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,CH,VN,,495,live,,,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,MU,,280,200,live,,S,F
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,VN,,,100,live,,T,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,ES,ID,,,139,live,,T,F
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,CN,,30,,live,,T,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,MU,,80,,live,,S,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,MU,,1518,1564,live,,S,F
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,MU,,262,236,live,,S,W
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,MU,,20,,live,,T,W
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,PH,,366,332,live,,S,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,VN,,146,,live,,S,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,VN,,296,542,live,,T,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,VN,,100,,live,,Z,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GA,MU,,,90,live,,S,W
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,CN,,47,,live,,S,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,CN,,37,174,live,,T,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,IL,,,136,live,,T,F
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,MU,,149,577,live,,S,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,MU,,1278,5456,live,,S,F
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,VN,,236,238,live,,T,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IL,MU,,,68,live,,S,W
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IL,MU,,8,,live,,T,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IT,MU,,120,120,live,,S,F
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,JP,CN,,3796,3022,live,,T,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,JP,ID,,385,539,live,,T,F
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,JP,PH,,403,162,live,,S,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,JP,VN,,1411,1261,live,,T,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,KR,CN,,140,,live,,S,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,KR,CN,,,140,live,,T,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,KZ,RU,,,1,live,,Q,F
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,NL,CN,,359,,live,,S,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,NL,CN,,,480,live,,T,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,PH,JP,PH,,19,live,,T,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,RO,UA,XX,1,,live,,Q,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,RO,UA,,,1,live,,Q,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,SE,IL,,,20,live,,T,F
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,TN,FR,VN,25,,live,,S,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,TN,FR,VN,,25,live,,T,C
2004,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,TW,MU,,,19,live,,S,W
